Job arriving time,# of container,Job elapsed time,Job type
39589,1,30,0
39631,1,,2
39634,1,34,1
39634,1,682,0
39679,1,,2
39679,1,,2
39679,1,48,1
39679,1,42,1
39724,1,36,1
39736,1,42,1
39777,1,,2
39777,1,138,0
39783,1,113,1
39786,22,175,1
39871,1,35,0
39883,1,512,0
39934,1,,2
39934,1,377,1
39934,1,60,1
40032,1,141,0
40068,1,39,1
40144,1,26,0
40180,1,,2
40180,1,41,1
40200,1,124,1
40228,1,1531,0
40380,1,47,1
40432,1,159,0
40544,1,39,1
40576,1,,2
40576,1,51,0
40632,1,394,1
40660,1,127,1
40680,1,,2
40680,1,222,1
40684,1,31,1
40732,40,,2
40784,1,,2
40800,1,76,0
40816,1,57,1
40832,1,,2
40832,1,228,0
40836,40,,2
40852,1,36,0
40868,1,,2
40888,1,,2
40888,1,,2
40888,1,1032,0
40896,1,36,0
40964,1,,2
40968,1,48,1
40984,1,,2
40992,12,212,0
41116,1,28,1
41128,1,37,1
41136,1,156,1
41136,1,92,1
41136,1,284,0
41144,1,94,0
41152,10,89,1
41160,1,63,1
41232,1,41,0
41280,1,123,1
41312,1,87,1
41316,1,,2
41316,1,86,0
41320,1,,2
41328,1,,2
41328,1,30,1
41332,9,172,0
41380,1,121,1
41380,1,77,1
41432,1,,2
41432,3,65,0
41472,1,,2
41488,1,31,1
41552,1,,2
41576,1,262,0
41580,47,254,0
41664,1,90,0
41692,1,36,1
41736,1,,2
41772,2,1425,1
41784,1,1368,1
41788,1,357,0
41836,1,400,1
41836,1,207,1
41840,32,204,1
41884,1,113,1
41896,1,88,1
42028,1,202,1
42032,1,36,0
42088,1,35,1
42144,1,41,1
42176,1,57,0
42272,1,34,1
42276,1,159,0
42296,1,,2
42308,1,,2
42328,1,136,1
42344,1,,2
42352,1,37,1
42440,1,,2
42472,1,,2
42472,1,210,1
42480,10,76,1
42496,1,88,1
42504,10,84,0
42568,1,52,1
42628,1,32,1
42668,1,,2
42668,1,49,0
42668,1,35,0
42672,1,,2
42680,1,36,1
42688,1,25,0
42696,1,,2
42700,1,,2
42704,1,36,1
42712,1,32,0
42728,1,36,1
42736,1,35,1
42740,1,,2
42752,1,,2
42768,1,,2
42768,1,61,1
42792,1,24,1
42796,1,28,0
42808,1,,2
42808,1,,2
42816,1,64,0
42816,1,32,0
42836,1,30,0
42840,1,33,0
42868,1,30,1
42964,1,,2
42964,1,1558,1
43004,1,32,1
43012,1,1059,1
43016,5,728,1
43112,1,347,1
43160,1,332,1
43160,8,313,1
43192,1,61,1
43196,1,44,1
43196,1,373,0
43208,1,283,1
43208,1,40,1
43208,1,1479,0
43208,1,38,0
43216,9,1476,0
43224,1,594,0
43260,1,108,1
43260,1,43,1
43260,1,42,1
43308,1,659,1
43336,1,43,1
43364,1,231,1
43368,10,216,1
43412,13,102,0
43416,1,30,1
43464,1,52,1
43476,1,32,1
43556,1,,2
43684,1,32,0
43700,1,125,1
43700,1,118,1
43700,1,45,0
43752,1,,2
43764,1,38,1
43796,1,33,1
43896,1,,2
43968,1,32,1
44176,1,453,0
44216,1,62,1
44220,1,,2
44224,1,,2
44224,1,63,1
44296,1,91,1
44320,1,446,1
44320,1,399,1
44320,1,212,1
44320,1,122,1
44320,1,1045,0
44320,1,41,0
44328,9,340,1
44376,14,169,1
44380,1,,2
44392,1,,2
44420,1,43,0
44424,1,,2
44424,1,945,1
44424,1,83,1
44432,4,80,0
44472,1,,2
44512,1,47,0
44528,1,374,1
44536,1,373,0
44536,1,368,0
44548,1,37,0
44560,1,34,0
44580,1,958,1
44656,1,32,1
44820,1,28,0
44880,1,,2
44880,1,120,1
44880,1,47,1
44964,1,34,0
45076,1,28,1
45124,1,1091,1
45148,1,,2
45176,1,320,0
45176,1,52,0
45244,1,,2
45272,1,,2
45332,1,37,0
45360,1,,2
45372,1,544,0
45420,1,817,1
45420,1,239,1
45428,1,,2
45476,1,,2
45520,1,483,1
45528,8,430,1
45528,12,128,0
45548,1,35,0
45568,1,,2
45620,1,290,1
45628,1,26,0
45632,1,,2
45636,1,,2
45680,31,415,1
45680,1,33,1
45728,1,2538,1
45728,1,38,1
45732,1,,2
45796,1,307,1
45812,10,,2
45864,1,33,1
45880,1,33,1
45928,1,1873,0
45976,1,136,0
46072,1,92,0
46076,1,91,1
46124,1,54,0
46128,1,,2
46128,1,,2
46128,1,157,1
46128,1,141,1
46128,1,84,1
46128,1,59,1
46128,1,54,1
46128,1,98,0
46128,1,53,0
46132,1,62,1
46184,1,,2
46184,1,38,1
46288,1,,2
46288,1,35,1
46288,1,261,0
46340,1,,2
46376,1,1135,1
46380,1,799,1
46384,1,747,1
46388,1,27,1
46388,1,1737,0
46388,1,241,0
46392,20,,2
46440,1,173,1
46532,1,34,0
46540,1,33,1
46540,1,34,0
46584,1,,2
46584,1,64,1
46616,1,,2
46632,1,149,1
46636,5,145,1
46648,1,,2
46680,1,252,1
46776,1,288,1
46776,1,255,1
46776,1,212,0
46780,9,287,1
46780,7,204,1
46792,1,42,1
46800,1,725,1
46800,1,45,1
46816,1,42,1
46824,1,,2
46824,1,217,1
46824,1,50,1
46824,1,2248,0
46824,12,98,0
46880,1,,2
46880,1,,2
46880,1,211,1
46880,1,50,1
46880,1,303,0
46888,7,196,0
46888,13,127,0
46948,1,59,0
47024,1,395,1
47148,1,48,0
47168,1,45,1
47176,1,45,0
47188,1,41,0
47200,1,41,1
47212,1,,2
47224,1,,2
47240,1,45,1
47260,1,51,0
47260,1,41,0
47264,1,301,0
47268,1,48,1
47276,1,552,1
47284,1,,2
47288,1,367,1
47364,1,,2
47364,1,1863,1
47456,1,,2
47460,1,,2
47460,1,,2
47468,1,288,1
47468,1,34,1
47468,1,315,0
47476,1,,2
47476,1,,2
47476,1,,2
47476,31,296,1
47476,31,272,1
47488,1,,2
47488,1,,2
47488,1,,2
47488,1,27,1
47500,1,29,1
47512,1,254,0
47540,1,,2
47548,2,389,1
47556,36,318,1
47564,1,93,1
47564,1,146,0
47588,1,3555,1
47592,1,2830,0
47596,1,2512,1
47616,1,,2
47616,1,1785,1
47616,1,149,1
47616,5,78,1
47616,1,63,1
47624,1,,2
47668,1,97,0
47720,1,,2
47720,1,82,1
47720,1,137,0
47812,1,151,1
47816,1,151,0
47820,1,,2
47820,1,,2
47820,1,148,1
47824,1,,2
47824,1,88,1
47828,1,40,1
47844,1,39,1
47880,1,,2
47880,1,,2
47888,1,37,0
47896,1,29,1
47904,1,37,1
47908,1,28,0
47912,1,33,1
47920,1,36,1
47924,1,,2
47928,1,104,1
47936,1,103,1
47940,1,34,1
47944,1,,2
47968,1,45,1
47976,10,,2
47980,1,28,1
47984,1,39,0
48000,1,40,1
48008,1,,2
48020,1,36,1
48024,1,295,1
48028,1,25,1
48040,1,35,1
48040,1,33,0
48064,1,,2
48076,1,264,1
48076,42,241,0
48084,1,,2
48096,1,55,1
48128,1,,2
48132,1,45,1
48136,1,,2
48136,1,,2
48136,1,46,1
48172,1,182,1
48172,1,154,1
48176,1,,2
48176,1,153,1
48176,1,153,1
48188,1,,2
48188,1,,2
48216,1,,2
48280,1,42,1
48284,1,35,1
48284,1,196,0
48332,1,,2
48332,6,175,0
48340,1,,2
48416,1,47,0
48432,1,,2
48432,1,37,0
48480,1,583,1
48480,1,132,1
48480,1,327,0
48480,1,51,0
48532,1,,2
48556,1,243,1
48680,1,,2
48680,1,,2
48688,10,,2
48688,10,244,0
48800,1,48,1
48884,1,237,1
48892,10,,2
48904,1,131,1
48908,2,122,1
48916,1,126,1
48960,1,,2
49028,1,53,1
49120,1,28,1
49180,1,,2
49180,1,2751,1
49180,1,140,1
49180,1,45,1
49180,1,131,0
49188,1,35,1
49196,1,221,0
49204,1,36,0
49228,47,1306,1
49228,1,176,0
49284,1,,2
49288,18,192,1
49312,1,,2
49336,1,86,1
49344,7,81,1
49348,1,,2
49352,1,31,1
49384,1,61,0
49392,1,54,1
49392,6,58,0
49452,1,141,0
49476,1,,2
49480,1,94,1
49488,4,93,0
49576,1,40,1
49576,1,39,0
49636,1,,2
49668,1,135,1
49716,1,,2
49728,1,,2
49776,1,141,1
49776,1,114,1
49776,1,139,0
49928,1,,2
49928,1,1639,0
49936,1,88,1
49936,3,87,1
49936,7,1394,0
49948,1,73,1
49952,1,96,1
49952,1,70,1
49956,1,71,1
49980,1,124,1
49980,1,74,1
49980,1,324,0
49984,4,,2
50028,1,,2
50084,1,,2
50144,1,27,1
50152,1,33,0
50156,1,,2
50164,1,33,0
50168,1,33,1
50176,1,59,1
50176,1,24,1
50180,1,34,1
50184,1,,2
50184,4,57,1
50196,1,40,1
50200,1,34,0
50216,1,,2
50224,1,25,1
50228,1,,2
50228,1,,2
50228,1,55,1
50236,1,,2
50236,8,206,0
50252,1,25,0
50260,1,37,1
50268,1,25,1
50284,1,37,0
50300,1,36,1
50316,1,,2
50316,1,,2
50324,1,43,0
50384,1,,2
50384,1,179,1
50432,1,34,1
50436,1,2080,0
50436,1,561,0
50460,1,658,1
50488,1,,2
50488,1,41,1
50488,1,36,1
50504,1,52,1
50536,1,41,1
50588,1,,2
50588,1,1347,1
50588,1,955,1
50588,1,1491,0
50588,1,133,0
50592,1,953,1
50636,1,,2
50636,1,1447,0
50636,1,1426,0
50636,1,1318,0
50664,1,30,1
50688,1,91,1
50692,1,90,1
50692,3,90,0
50696,1,36,1
50784,1,,2
50788,7,802,1
50832,30,,2
50832,1,966,1
50832,1,270,1
50840,10,,2
50840,30,,2
50844,1,41,1
50928,1,,2
50928,1,,2
50976,8,210,1
50976,13,121,0
51032,1,397,0
51036,4,391,1
51040,1,41,0
51076,1,42,1
51080,1,277,1
51084,1,40,1
51088,5,272,0
51128,1,313,1
51136,3,296,0
51180,1,,2
51228,1,313,1
51228,1,256,1
51236,1,,2
51236,1,255,1
51248,1,42,1
51280,1,224,1
51328,1,,2
51328,1,145,1
51432,1,,2
51580,1,,2
51584,1,,2
51596,1,35,1
51620,1,35,1
51632,1,48,1
51704,1,43,0
51836,1,60,1
51840,1,,2
51840,1,74,1
51840,1,34,1
51844,1,71,1
51924,1,160,1
51924,1,142,0
51972,1,1469,1
51972,1,591,1
52024,1,102,0
52028,2,98,1
52072,9,85,1
52076,1,36,1
52176,1,527,1
52176,1,80,1
52184,10,,2
52184,1,,2
52184,1,527,0
52224,1,240,0
52232,21,237,0
52248,1,28,1
52264,1,40,0
52324,1,1137,1
52328,39,291,1
52380,1,,2
52480,1,44,1
52488,1,26,1
52540,1,,2
52552,1,306,1
52596,1,32,1
52632,1,269,0
52644,1,112,0
52828,1,,2
52840,1,,2
52852,1,373,1
52852,1,58,1
52880,1,760,1
52880,1,189,1
52880,1,49,1
52880,1,51,0
52888,10,,2
52928,1,,2
52928,1,113,0
52944,1,38,0
53012,1,38,1
53056,1,114,1
53060,1,38,1
53072,1,,2
53072,1,1731,1
53224,1,26,1
53276,1,542,1
53328,1,,2
53328,1,,2
53328,1,86,1
53428,1,1623,1
53532,1,33,1
53564,1,,2
53572,1,39,1
53576,1,35,1
53584,1,40,1
53588,1,40,1
53596,1,,2
53616,1,28,0
53636,1,26,1
53640,1,175,1
53640,1,35,0
53656,36,169,1
53684,1,36,1
53688,1,35,1
53696,1,,2
53696,1,32,0
53704,1,34,1
53704,1,34,1
53712,1,26,1
53712,1,31,0
53716,1,37,0
53724,1,266,0
53748,1,31,1
53844,1,45,1
53852,1,,2
53856,1,85,0
53868,1,,2
53868,1,,2
53868,1,52,1
53876,10,,2
53944,1,27,1
53956,1,,2
53968,1,1007,1
53992,1,41,0
54008,1,,2
54100,1,,2
54100,1,559,1
54120,1,2956,1
54120,1,118,1
54152,1,41,0
54172,1,86,1
54172,1,53,0
54220,1,,2
54228,1,40,0
54316,1,,2
54356,1,54,0
54372,1,761,1
54372,1,192,1
54420,1,862,0
54468,1,175,1
54468,1,33,1
54528,1,28,1
54620,1,54,1
54620,1,114,0
54628,11,104,1
54676,1,94,1
54724,1,,2
54732,6,116,0
54784,1,2771,1
54832,1,,2
54832,1,,2
54832,1,404,1
54832,1,399,0
54832,1,127,0
54872,1,29,0
55036,1,,2
55036,1,773,1
55036,1,391,1
55044,3,771,1
55044,7,326,0
55076,1,,2
55084,22,163,1
55136,1,38,1
55136,1,299,0
55144,10,281,0
55252,1,,2
55280,1,39,0
55284,1,,2
55284,1,41,1
55332,1,,2
55332,1,34,1
55384,1,32,1
55404,1,43,1
55412,1,29,1
55472,1,30,0
55528,1,94,0
55536,1,377,0
55540,10,,2
55540,1,,2
55540,22,134,1
55676,1,72,1
55680,1,,2
55680,1,,2
55680,1,68,1
55684,1,34,1
55736,1,96,1
55840,1,40,1
55892,1,,2
55944,1,2489,1
56016,1,42,1
56140,1,228,1
56144,20,,2
56164,1,295,0
56172,1,,2
56188,1,140,0
56196,1,138,0
56304,1,,2
56392,1,41,1
56396,1,209,0
56400,1,35,0
56504,1,43,1
56628,1,33,0
56640,1,2285,1
56644,1,51,1
56652,10,1129,1
56652,7,2281,0
56808,1,37,1
56876,1,,2
56876,1,32,1
57020,1,,2
57032,1,48,1
57188,1,124,1
57188,1,48,1
57320,1,41,1
57336,1,,2
57340,1,,2
57380,1,265,1
57596,1,,2
57600,1,51,1
57600,1,29,1
57608,1,377,0
57640,1,,2
57640,1,,2
57640,1,,2
57640,1,71,1
57640,1,48,1
57640,1,58,0
57684,1,44,1
57688,1,207,0
57704,1,,2
57720,30,161,1
57736,1,,2
57796,1,,2
57824,1,37,1
57852,1,107,1
57856,1,439,0
57860,1,68,1
57864,1,,2
57888,1,57,1
57988,1,34,1
58032,1,,2
58036,11,130,1
58088,1,,2
58140,1,,2
58240,1,241,1
58264,1,35,1
58288,1,37,1
58360,1,28,0
58488,1,,2
58496,10,,2
58560,1,91,0
58588,1,136,1
58588,1,96,0
58592,1,105,1
58592,1,86,1
58636,1,,2
58688,1,,2
58688,1,735,1
58688,1,698,1
58688,1,487,1
58688,1,215,0
58712,1,236,1
58724,2,229,1
58732,10,,2
58732,1,27,1
58736,1,,2
58792,1,35,1
58796,1,39,1
58832,1,,2
58832,1,43,1
58888,1,,2
58888,1,662,1
58888,1,422,1
58908,6,415,1
58908,7,460,0
58920,1,,2
58936,37,429,1
58980,1,,2
58984,1,29,0
59076,1,585,1
59076,1,31,1
59080,1,585,0
59080,1,218,0
59088,10,,2
59088,10,,2
59088,20,,2
59204,1,40,1
59232,1,48,1
59236,1,200,1
59236,1,172,0
59240,23,197,1
59380,1,,2
59380,1,2387,0
59380,1,365,0
59428,1,138,1
59524,1,,2
59524,1,425,1
59524,1,308,1
59532,25,305,0
59532,4,79,0
59560,1,39,0
59572,1,,2
59576,1,44,1
59576,1,1965,0
59576,1,323,0
59584,40,,2
59696,1,25,0
59720,1,,2
59772,16,2246,1
59784,1,40,1
59796,1,305,1
59836,1,40,1
59872,1,,2
59872,1,234,0
59880,1,232,1
59880,2,217,0
59968,1,,2
59980,1,2329,1
59996,1,37,0
60000,1,,2
60000,1,57,1
60000,1,35,0
60020,1,,2
60020,31,460,1
60020,1,31,1
60096,1,,2
60108,1,,2
60144,1,2277,1
60148,2,2273,1
60168,1,,2
60172,1,,2
60208,1,31,1
60256,1,,2
60264,1,,2
60264,1,135,1
60264,1,98,1
60420,1,88,0
60464,1,,2
60492,1,,2
60496,1,,2
60496,1,,2
60496,1,3203,1
60496,1,214,0
60516,1,76,1
60516,1,48,1
60516,1,31,0
60636,1,35,1
60752,1,3248,1
60752,1,135,1
60752,1,50,1
60804,1,3575,1
60804,1,343,1
60804,1,290,1
60904,1,30,0
60952,1,3152,1
60960,1,115,1
60972,1,,2
60972,1,110,1
60984,12,96,1
61004,1,49,1
61104,1,94,1
61192,1,32,0
61196,1,,2
61196,1,40,1
61200,1,,2
61200,1,,2
61200,1,433,1
61200,1,117,0
61252,1,,2
61252,1,207,1
61252,1,79,1
61280,1,,2
61304,1,55,1
61304,1,39,1
61304,1,88,0
61320,1,47,1
61344,1,35,1
61352,1,,2
61384,1,94,1
61400,1,27,1
61476,1,40,1
61500,1,3228,1
61500,1,227,1
61556,1,,2
61556,1,321,0
61556,1,34,0
61564,40,,2
61652,1,275,0
61672,1,367,0
61680,1,401,1
61680,1,368,1
61804,1,30,0
61832,1,,2
61836,1,,2
61840,1,316,1
61840,2,303,1
61852,34,284,1
61852,1,291,0
61856,40,,2
61888,1,,2
61896,2,296,1
61904,40,,2
61904,1,3113,1
61908,19,3086,1
61952,1,462,1
61952,1,184,1
61960,10,160,0
61988,1,,2
62004,1,,2
62004,1,78,1
62008,1,,2
62052,1,106,1
62052,1,136,0
62052,1,45,0
62152,9,115,1
62156,1,29,1
62232,1,37,1
62232,1,48,0
62252,1,2056,1
62252,1,788,1
62252,1,27,1
62372,1,33,1
62444,1,,2
62444,1,1991,1
62444,1,73,1
62448,1,,2
62448,1,61,1
62460,1,42,1
62492,1,,2
62492,1,36,1
62492,1,34,1
62512,1,54,1
62556,1,34,1
62564,1,398,1
62596,1,360,1
62596,1,51,1
62596,1,680,0
62596,1,56,0
62604,3,675,1
62652,1,219,1
62652,1,251,0
62728,1,,2
62768,1,29,1
62800,1,134,1
62804,1,38,0
62812,1,41,1
62948,1,47,1
62996,1,71,0
63004,6,70,1
63048,1,,2
63048,1,129,1
63048,1,47,1
63100,1,612,1
63116,1,38,1
63152,1,,2
63152,1,209,1
63156,14,127,1
63156,1,78,1
63156,5,204,0
63248,1,28,1
63352,1,299,0
63404,1,1407,1
63404,1,60,0
63452,1,498,1
63452,1,38,1
63480,1,37,1
63544,1,,2
63552,1,200,1
63588,1,30,1
63600,1,296,1
63600,3,187,1
63636,1,220,1
63648,1,41,1
63648,1,33,1
63656,1,1321,0
63660,1,,2
63704,1,253,1
63712,8,238,1
63712,14,138,1
63724,1,34,1
63744,1,41,1
63844,1,,2
63852,1,,2
63852,1,300,1
63852,1,273,1
63852,1,265,0
63872,1,,2
63900,1,,2
64048,1,,2
64048,1,,2
64048,1,194,1
64056,50,190,1
64056,34,179,1
64060,1,39,0
64100,1,,2
64100,1,120,1
64100,1,90,1
64100,1,44,1
64100,1,127,0
64108,20,,2
64156,1,75,1
64156,20,74,0
64160,1,32,1
64196,1,31,1
64300,1,89,1
64300,1,40,1
64308,1,,2
64344,1,89,1
64348,1,,2
64348,1,206,1
64348,1,85,1
64348,1,64,1
64408,1,48,1
64424,1,,2
64504,1,83,1
64504,1,83,0
64516,1,83,1
64516,1,83,1
64556,1,,2
64604,1,296,1
64608,1,206,1
64608,1,53,1
64612,10,,2
64656,1,,2
64708,1,96,1
64708,6,92,1
64724,1,,2
64760,1,240,1
64768,8,216,1
64768,14,119,1
64788,10,,2
64796,1,42,0
64804,1,576,1
64812,1,,2
64812,1,,2
64816,1,39,0
64836,1,613,0
64864,1,,2
64864,1,41,1
64864,1,41,0
64864,1,41,0
64936,1,42,1
64964,1,,2
64964,1,,2
64964,1,115,1
64968,2,111,1
64968,7,102,0
65012,1,,2
65012,1,,2
65048,1,26,0
65072,1,39,1
65160,1,,2
65208,1,,2
65208,1,,2
65208,1,1022,1
65208,1,100,1
65208,1,56,1
65216,30,,2
65216,12,729,1
65216,31,692,1
65216,12,950,0
65232,1,26,1
65356,1,142,1
65392,1,,2
65408,1,32,1
65456,1,113,1
65456,1,31,1
65508,1,26,1
65572,1,29,1
65592,1,39,1
65732,1,30,0
65756,1,344,0
65804,1,194,1
65804,1,39,1
65908,1,,2
65908,1,292,1
65956,1,,2
65956,10,,2
65956,1,,2
65956,1,,2
65956,1,136,1
65956,1,133,1
65956,8,92,1
65956,10,258,0
66000,1,36,1
66004,1,94,1
66012,1,32,1
66056,1,,2
66112,1,40,1
66160,1,165,1
66160,1,29,1
66160,1,184,0
66236,1,,2
66236,1,63,1
66236,1,43,1
66240,1,,2
66244,1,57,1
66248,1,63,0
66352,1,182,0
66352,1,39,0
66356,5,170,0
66408,1,294,1
66408,1,269,1
66456,1,75,1
66456,1,83,0
66464,1,74,1
66504,1,369,1
66556,1,,2
66556,1,206,0
66656,1,304,1
66656,1,51,0
66664,10,,2
66664,13,148,1
66720,1,,2
66720,1,39,0
66760,1,,2
66772,20,,2
66776,1,961,0
66868,1,,2
66868,1,307,1
66916,1,123,1
66916,1,147,0
66952,1,550,0
66968,3,108,1
66968,1,62,0
67008,1,36,1
67040,1,34,1
67072,1,90,1
67092,1,34,1
67108,1,,2
67160,1,77,0
67216,10,62,0
67248,1,,2
67256,1,117,1
67268,1,,2
67268,1,104,1
67268,1,295,0
67272,1,,2
67272,1,,2
67272,5,94,1
67304,1,33,1
67320,1,38,1
67320,1,36,1
67324,1,368,1
67324,1,33,0
67368,1,,2
67400,1,,2
67564,1,,2
67564,1,312,1
67564,1,35,1
67564,1,96,0
67568,1,,2
67612,1,278,1
67612,1,250,1
67612,1,127,0
67620,1,39,1
67696,1,77,1
67720,1,596,1
67756,1,42,1
67756,1,30,1
67808,1,43,0
67960,1,,2
67960,1,,2
67960,1,67,1
67980,1,35,0
68056,1,,2
68056,1,120,1
68068,1,33,1
68104,1,103,0
68112,2,97,1
68164,10,,2
68212,1,,2
68216,1,85,1
68220,1,,2
68220,1,58,0
68260,1,126,1
68288,1,,2
68312,1,59,1
68316,2,58,1
68316,1,58,0
68392,1,35,0
68476,1,602,1
68476,1,37,0
68504,1,,2
68504,1,54,1
68504,1,43,1
68504,1,67,0
68540,1,35,1
68560,1,,2
68588,1,41,0
68608,1,198,1
68608,1,43,0
68624,1,,2
68708,1,,2
68708,1,100,0
68716,1,34,1
68848,1,,2
68872,1,37,0
68908,1,48,1
68956,1,90,1
68956,1,45,1
68968,1,85,1
68968,2,83,1
68996,1,37,1
69008,1,901,1
69056,1,,2
69164,1,,2
69220,1,,2
69260,1,69,1
69264,1,202,1
69268,10,,2
69288,1,,2
69408,1,364,1
69452,1,36,0
69460,1,,2
69508,1,192,1
69552,1,34,0
69644,1,55,0
69656,1,41,0
69660,1,305,1
69660,1,41,1
69660,1,350,0
69708,1,2197,1
69708,1,46,0
69708,1,41,0
69756,1,,2
69788,1,32,0
69808,1,98,1
69812,20,,2
69856,1,,2
69860,9,201,0
69884,1,,2
69912,1,,2
69924,1,259,0
69936,10,110,1
69956,1,2124,0
69964,8,1220,1
69972,1,37,1
70032,1,33,1
70052,1,,2
70072,1,59,1
70072,1,90,0
70076,1,65,1
70076,1,66,0
70080,1,60,1
70104,1,,2
70104,1,50,0
70184,1,33,0
70408,1,,2
70408,1,372,0
70472,1,,2
70480,1,40,0
70552,1,2323,1
70552,1,191,0
70572,1,385,1
70580,1,,2
70704,1,273,1
70704,1,124,1
70752,41,242,1
70832,1,34,1
70832,1,36,0
70836,1,267,0
70848,1,126,1
70852,1,41,1
70944,1,,2
70944,1,192,0
70980,1,30,1
71064,1,36,0
71084,1,,2
71092,9,78,1
71092,1,76,1
71092,1,265,0
71136,1,124,1
71148,10,,2
71180,1,,2
71272,4,1218,1
71280,1,127,1
71328,1,87,1
71328,1,55,1
71376,1,175,1
71424,1,,2
71440,1,34,0
71476,10,,2
71476,1,33,1
71524,1,319,1
71532,1,,2
71572,1,51,1
71760,1,,2
71764,1,142,0
71768,9,235,1
71804,1,32,1
71916,1,,2
72008,1,69,1
72016,4,67,1
72048,1,52,0
72056,1,40,1
72088,1,2124,1
72092,1,33,0
72144,1,,2
72176,1,,2
72192,1,44,1
72196,1,383,0
72212,1,45,1
72212,1,33,1
72216,1,35,0
72260,1,,2
72268,1,72,0
72308,1,66,1
72308,1,229,0
72312,43,225,0
72332,1,36,1
72356,1,,2
72356,1,,2
72356,1,167,0
72408,1,972,1
72408,1,132,1
72408,1,55,1
72408,1,45,0
72436,1,33,1
72460,1,192,0
72504,1,2008,1
72508,1,200,1
72508,1,58,1
72508,1,53,0
72516,42,190,0
72560,1,103,0
72568,1,101,1
72568,7,100,1
72608,1,206,1
72608,1,206,1
72608,1,169,1
72608,1,96,1
72624,8,182,1
72624,2,94,1
72664,1,221,1
72664,1,190,1
72672,5,239,1
72712,1,,2
72712,1,291,1
72712,1,415,0
72728,38,425,0
72728,12,319,0
72740,1,,2
72760,1,,2
72760,1,238,1
72760,1,199,0
72760,1,134,0
72776,6,235,1
72776,49,222,1
72776,3,218,1
72776,4,151,0
72808,1,,2
72808,1,422,1
72808,1,831,0
72820,14,452,1
72840,1,,2
72848,1,,2
72852,1,167,0
72856,1,,2
72856,20,,2
72856,1,671,1
72856,1,422,1
72860,1,161,0
72868,10,,2
72868,1,,2
72868,14,438,1
72872,17,122,1
72880,1,,2
72912,6,680,1
72960,1,175,1
72960,1,175,1
72972,9,187,1
72972,11,184,1
73012,1,766,1
73020,9,665,1
73024,1,,2
73024,1,,2
73024,1,110,1
73024,1,108,0
73036,1,36,1
73064,1,276,1
73064,1,245,1
73064,1,191,1
73064,1,251,0
73076,1,,2
